Date,NAAIM,NAAIM_MA20,SP500_Price_x,SP500_Price_y
2017-10-04,109.2,93.55833715776431,,
2017-10-11,95.8375,93.47565858633573,,
2017-10-18,95.375,93.45126342504541,,
2017-10-25,91.36904761904762,93.41480509171208,,
2017-11-01,83.07954545454545,92.90024788168073,,
2017-11-08,87.23,92.62702565945851,,
2017-11-15,78.51,91.67902565945852,,
2017-11-22,88.36904761904762,91.42967501010786,,
2017-11-29,97.33695652173913,91.74700360542559,,
2017-12-06,89.83653846153847,91.94788225264044,,
2017-12-13,120.55555555555556,93.15616003041822,,
2017-12-20,101.8452380952381,93.7010261018468,,
2017-12-27,96.29347826086956,94.32475173902819,,
2018-01-03,90.39772727272728,94.58505476933124,,
2018-01-10,88.88157894736842,94.63242319038386,,
2018-01-17,86.34,94.74525652371719,,
2018-01-24,95.38,95.0814440237172,,
2018-01-31,84.93,94.4716940237172,,
2018-02-07,75.9,93.16461069038385,,
2018-02-14,65.43,91.10486069038386,,
2018-02-21,62.69,88.77936069038387,,
2018-02-28,81.0,88.03748569038387,,
2018-03-07,72.05,86.87123569038387,,
2018-03-14,85.35,86.57028330943147,,
2018-03-21,77.28,86.2803060367042,,
2018-03-28,49.36,84.3868060367042,,
2018-04-04,55.57,83.23980603670421,,
2018-04-11,65.12,82.07735365575184,,
2018-04-18,77.64,81.09250582966487,,
2018-04-25,64.2,79.81067890658795,,
2018-05-02,52.56,76.41090112881017,,
2018-05-09,69.82,74.80963922404825,,
